EmployeeID,Age,Department,JobRole,Gender,MaritalStatus,Education,YearsAtCompany,DistanceFromHome_km,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition
1308,46,Operations,Operations Executive,Female,Single,Master's,2,3,37501,1,3,Yes,3,No
1309,34,Finance,Financial Analyst,Female,Married,Bachelor's,14,8,76504,3,3,Yes,3,No
1310,21,Finance,Financial Analyst,Male,Married,Master's,4,25,15000,1,2,No,3,Yes
1311,49,Sales,Sales Executive,Male,Married,Bachelor's,5,9,36709,2,2,No,4,No
1312,26,IT,Software Engineer,Male,Married,Master's,12,13,59112,4,2,No,4,No
1313,45,Operations,Operations Executive,Female,Married,Bachelor's,4,7,35605,3,4,Yes,4,No
1314,29,Sales,Sales Manager,Male,Married,Master's,19,3,46510,3,3,No,1,No
1315,43,Operations,Supervisor,Female,Single,High School,19,9,39990,2,1,No,2,No
1316,42,R&D,Research Scientist,Female,Single,Bachelor's,12,15,64398,3,2,No,2,No
1317,31,IT,Software Engineer,Female,Married,Master's,18,26,37728,3,3,Yes,3,No
1318,48,HR,HR Executive,Female,Single,High School,17,28,51042,2,3,No,4,No
1319,33,Operations,Supervisor,Male,Divorced,Bachelor's,11,27,39723,3,1,No,4,No
1320,40,R&D,Research Scientist,Male,Single,PhD,17,17,26538,4,4,No,1,No
1321,22,R&D,Lab Technician,Male,Married,PhD,0,11,25441,1,2,No,3,No
1322,25,Finance,Accountant,Female,Single,Bachelor's,13,23,27549,1,1,No,3,No
1323,57,IT,IT Support,Male,Divorced,Bachelor's,4,18,60019,3,4,Yes,2,No
1324,52,Sales,Sales Executive,Male,Married,Master's,3,19,39140,4,3,No,4,No
1325,46,Finance,Financial Analyst,Female,Married,Bachelor's,9,21,61921,1,2,No,3,No
1326,29,Operations,Supervisor,Female,Married,Master's,11,16,15775,3,4,No,3,No
1327,24,IT,IT Support,Male,Single,Master's,12,17,56395,3,4,No,2,No
1328,32,Sales,Sales Manager,Female,Married,Bachelor's,10,11,65332,1,2,No,4,No
1329,21,IT,Software Engineer,Female,Married,Bachelor's,13,27,35231,4,1,No,2,No
1330,21,R&D,Research Scientist,Female,Married,Bachelor's,9,10,55940,1,4,No,2,No
1331,42,Operations,Operations Executive,Male,Single,Bachelor's,3,29,64044,4,2,No,2,No
1332,53,HR,HR Executive,Male,Divorced,Bachelor's,6,20,42083,1,4,Yes,1,No
1333,31,Finance,Financial Analyst,Male,Married,Master's,3,25,37659,3,3,No,4,No
1334,35,Finance,Accountant,Male,Single,Master's,8,4,60928,2,1,No,3,No
1335,49,IT,Software Engineer,Female,Single,Bachelor's,6,21,22674,3,3,Yes,2,No
1336,28,Sales,Sales Executive,Female,Married,Bachelor's,11,14,34577,2,2,No,4,No
1337,51,Operations,Supervisor,Male,Single,Bachelor's,16,28,43551,4,2,No,4,No
1338,50,Finance,Financial Analyst,Male,Single,Master's,9,27,38514,3,2,No,2,No
1339,35,Operations,Supervisor,Female,Single,Bachelor's,6,16,15000,3,4,Yes,4,No
1340,42,Operations,Supervisor,Female,Single,Bachelor's,1,16,63852,3,2,Yes,4,Yes
1341,28,Operations,Supervisor,Male,Single,Master's,9,23,28179,1,3,No,4,No
1342,34,Finance,Financial Analyst,Female,Single,Bachelor's,10,16,54181,4,4,No,2,No
1343,24,Operations,Supervisor,Male,Divorced,Bachelor's,0,12,35374,1,4,Yes,2,Yes
1344,55,HR,HR Executive,Female,Married,Master's,4,10,60070,4,1,No,3,No
1345,53,Finance,Accountant,Male,Single,Master's,15,24,61538,3,2,Yes,1,Yes
1346,38,R&D,Research Scientist,Female,Married,Bachelor's,1,4,21838,4,3,No,1,No
1347,46,R&D,Research Scientist,Male,Single,Master's,0,11,39178,4,4,Yes,4,No
1348,23,Sales,Sales Executive,Female,Married,Master's,15,15,40819,3,3,No,2,No
1349,37,IT,IT Support,Male,Married,Bachelor's,19,22,26926,1,2,No,4,No
1350,44,HR,HR Executive,Female,Married,High School,10,11,29161,1,1,No,4,No
1351,48,HR,HR Manager,Male,Divorced,Bachelor's,12,16,51310,4,3,Yes,3,No
1352,44,Finance,Financial Analyst,Male,Married,PhD,8,8,35904,1,4,No,3,No
1353,23,Finance,Accountant,Male,Single,Bachelor's,16,22,50456,4,4,No,3,No
1354,42,R&D,Lab Technician,Female,Divorced,Master's,2,16,42365,3,2,Yes,4,No
1355,44,HR,HR Executive,Male,Married,High School,14,23,24439,1,4,No,4,No
1356,25,Sales,Sales Manager,Female,Single,Master's,11,7,54931,2,4,Yes,2,Yes
1357,49,Sales,Sales Executive,Female,Single,Master's,0,6,31651,4,4,Yes,2,No
1358,57,Operations,Operations Executive,Female,Married,Master's,4,19,27360,2,4,No,3,No
1359,27,Sales,Sales Manager,Male,Single,High School,12,7,29147,4,3,No,2,No
1360,41,IT,IT Support,Female,Married,Bachelor's,6,1,39988,4,4,Yes,1,No
1361,30,R&D,Lab Technician,Female,Married,High School,2,8,54034,3,2,No,4,No
1362,26,HR,HR Executive,Female,Married,Bachelor's,3,27,50110,2,4,No,3,No
1363,57,Finance,Accountant,Male,Married,Bachelor's,16,10,43997,3,3,Yes,3,No
1364,37,IT,IT Support,Female,Married,PhD,16,16,49445,1,3,No,2,No
1365,44,Sales,Sales Executive,Female,Single,Bachelor's,14,10,39384,2,2,Yes,1,Yes
1366,51,HR,HR Executive,Male,Married,High School,1,3,44561,3,4,Yes,1,Yes
1367,32,R&D,Lab Technician,Male,Married,High School,1,27,36567,4,1,No,1,Yes
1368,26,Finance,Financial Analyst,Female,Married,Bachelor's,11,1,39430,4,3,Yes,2,No
1369,46,R&D,Lab Technician,Male,Single,High School,1,9,27005,3,2,Yes,4,No
1370,30,Operations,Operations Executive,Female,Single,High School,12,20,15000,2,2,No,3,No
1371,24,Operations,Operations Executive,Female,Married,Bachelor's,15,5,52010,1,4,Yes,2,No
1372,28,Sales,Sales Manager,Female,Single,High School,6,27,54532,1,3,No,4,No
1373,35,R&D,Lab Technician,Female,Single,Bachelor's,1,4,42015,1,4,No,2,No
1374,28,Finance,Accountant,Male,Married,Bachelor's,17,22,62534,3,1,Yes,1,Yes
1375,26,Finance,Financial Analyst,Male,Single,Master's,19,19,47795,4,1,Yes,2,No
1376,21,Finance,Accountant,Male,Single,Bachelor's,11,17,54889,3,2,No,1,No
1377,53,HR,HR Executive,Female,Single,Bachelor's,3,21,59393,2,4,Yes,2,No
1378,31,IT,IT Support,Female,Married,Bachelor's,4,8,48124,3,2,No,3,No
1379,34,HR,HR Executive,Male,Married,Master's,19,8,52803,4,2,No,2,No
1380,49,Sales,Sales Executive,Female,Married,High School,14,9,48974,4,4,No,1,No
1381,23,HR,HR Executive,Male,Married,Master's,1,17,39960,1,2,No,3,No
1382,53,IT,Software Engineer,Male,Married,Master's,16,3,26427,4,4,No,2,No
1383,33,R&D,Lab Technician,Female,Married,Bachelor's,13,3,38292,1,2,No,3,No
1384,27,Sales,Sales Executive,Male,Single,Master's,12,28,36751,3,1,No,2,No
1385,54,HR,HR Executive,Male,Single,Bachelor's,7,23,15000,4,4,No,4,No
1386,27,Sales,Sales Manager,Male,Married,Master's,9,15,42448,3,2,No,2,No
1387,35,HR,HR Executive,Female,Single,Bachelor's,2,4,31447,4,2,No,2,No
1388,36,Operations,Supervisor,Female,Single,PhD,3,11,51104,2,2,No,4,No
1389,57,HR,HR Executive,Male,Single,Bachelor's,3,11,36133,3,2,Yes,4,No
1390,45,IT,IT Support,Male,Single,Master's,16,25,44407,1,1,No,2,No
1391,34,Finance,Financial Analyst,Male,Divorced,Bachelor's,6,17,65979,1,2,No,3,No
1392,27,R&D,Research Scientist,Female,Married,Bachelor's,15,29,37799,3,2,No,1,No
1393,38,IT,IT Support,Female,Married,PhD,19,7,35428,2,2,No,4,No
1394,40,Operations,Supervisor,Female,Married,PhD,17,8,40195,4,2,No,4,No
1395,46,IT,IT Support,Female,Married,Master's,13,18,15000,2,4,Yes,3,Yes
1396,55,Operations,Operations Executive,Male,Married,High School,17,9,32723,1,1,No,1,No
1397,31,R&D,Lab Technician,Female,Married,Bachelor's,14,27,38033,3,2,No,1,No
1398,50,R&D,Research Scientist,Female,Single,Bachelor's,10,15,33878,1,2,No,4,No
1399,51,R&D,Lab Technician,Female,Married,Bachelor's,12,28,37389,1,2,Yes,2,Yes
1400,29,IT,IT Support,Female,Married,Master's,6,24,66307,2,1,No,1,Yes
1401,43,Sales,Sales Manager,Male,Single,Bachelor's,19,10,21284,2,1,No,2,No
1402,39,IT,IT Support,Male,Single,High School,18,20,49819,2,4,No,4,No
1403,46,HR,HR Executive,Male,Single,Master's,3,10,53023,3,2,No,3,No
1404,40,IT,Software Engineer,Female,Married,Bachelor's,14,17,39929,4,2,No,3,No
1405,21,Operations,Operations Executive,Female,Single,Bachelor's,6,22,59475,1,3,No,2,No
1406,57,Finance,Financial Analyst,Female,Single,Bachelor's,4,11,68344,1,3,No,3,No
1407,52,Finance,Accountant,Male,Married,High School,11,21,21473,4,4,No,2,No
1408,26,Operations,Supervisor,Female,Married,Master's,0,15,37399,1,2,No,4,No
1409,21,HR,HR Manager,Male,Single,Bachelor's,6,15,32416,3,1,No,3,No
1410,44,IT,Software Engineer,Female,Single,Bachelor's,7,16,26941,3,1,No,3,No
1411,30,Finance,Accountant,Male,Single,Bachelor's,11,14,54284,1,1,Yes,4,Yes
1412,24,HR,HR Manager,Female,Married,Master's,9,22,37306,4,4,Yes,3,No
1413,57,IT,IT Support,Female,Divorced,Bachelor's,2,28,39714,4,4,No,2,No
1414,28,Operations,Supervisor,Female,Single,Bachelor's,0,10,46245,2,4,Yes,2,Yes
1415,25,R&D,Lab Technician,Female,Divorced,Master's,1,4,59147,4,1,Yes,4,Yes
1416,24,Operations,Supervisor,Male,Divorced,Bachelor's,14,23,20625,4,4,Yes,2,No
1417,43,Sales,Sales Manager,Male,Single,Master's,1,27,25727,4,4,No,2,No
1418,55,Finance,Accountant,Female,Married,Master's,8,23,44767,3,3,No,4,No
1419,27,HR,HR Executive,Female,Married,Bachelor's,1,26,55093,4,3,Yes,1,No
1420,22,Operations,Supervisor,Male,Married,Bachelor's,0,3,55033,1,2,No,3,Yes
1421,35,HR,HR Executive,Female,Married,Master's,2,17,56395,2,1,Yes,1,No
1422,24,Sales,Sales Executive,Male,Single,Bachelor's,7,12,33233,1,4,No,3,No
1423,43,R&D,Lab Technician,Male,Married,Master's,11,26,18610,4,4,No,2,No
1424,32,Finance,Financial Analyst,Male,Married,Bachelor's,8,15,30281,1,2,Yes,1,Yes
1425,45,HR,HR Manager,Male,Single,Bachelor's,4,10,55301,2,1,No,3,No
1426,42,HR,HR Executive,Male,Married,Bachelor's,19,2,42424,2,1,No,4,No
1427,50,HR,HR Manager,Female,Divorced,Bachelor's,12,2,38190,3,1,Yes,3,No
1428,44,IT,Software Engineer,Female,Single,Bachelor's,17,1,61053,1,4,No,3,No
1429,30,Finance,Financial Analyst,Female,Married,Bachelor's,6,8,49059,4,2,No,1,No
1430,22,IT,IT Support,Female,Married,Master's,8,5,45183,2,3,No,4,No
1431,28,Sales,Sales Executive,Male,Married,Bachelor's,4,6,66202,1,2,No,2,No
1432,53,HR,HR Executive,Male,Married,Bachelor's,18,20,59531,1,1,No,3,No
1433,23,HR,HR Manager,Male,Single,Bachelor's,15,20,34202,1,4,Yes,3,Yes
1434,35,Sales,Sales Executive,Female,Single,Master's,9,26,38927,4,2,No,2,No
1435,29,HR,HR Executive,Male,Married,Bachelor's,3,16,35112,3,1,Yes,2,No
1436,30,Sales,Sales Executive,Male,Married,Master's,10,17,41086,4,2,Yes,1,No
1437,40,HR,HR Manager,Female,Married,Master's,4,16,15000,2,2,No,1,No
1438,21,Sales,Sales Manager,Male,Single,Bachelor's,13,6,45671,4,1,No,3,No
1439,40,Operations,Operations Executive,Female,Married,Master's,14,14,46841,1,2,Yes,2,Yes
1440,39,IT,IT Support,Female,Single,High School,18,20,44071,4,4,No,1,No
1441,36,Sales,Sales Manager,Female,Single,Bachelor's,4,3,30434,1,3,No,1,No
1442,31,IT,Software Engineer,Male,Single,Bachelor's,17,10,48097,2,1,No,2,No
1443,31,R&D,Lab Technician,Male,Married,High School,12,23,55517,2,3,No,3,No
1444,25,IT,Software Engineer,Male,Single,Bachelor's,8,9,50676,3,4,No,3,No
1445,46,IT,IT Support,Male,Married,PhD,10,21,61584,2,4,No,3,No
1446,27,Operations,Operations Executive,Female,Married,Bachelor's,3,8,18318,1,3,No,2,No
1447,29,R&D,Lab Technician,Male,Single,Bachelor's,13,15,45410,2,4,No,3,No
1448,28,Sales,Sales Executive,Male,Single,Master's,9,12,57646,4,2,No,1,No
1449,35,R&D,Lab Technician,Male,Married,Bachelor's,18,14,56534,4,3,Yes,1,No
1450,46,Sales,Sales Manager,Female,Married,Bachelor's,1,15,63309,3,2,No,1,No
1451,53,HR,HR Manager,Male,Married,Master's,2,27,35191,1,1,Yes,4,Yes
1452,57,HR,HR Manager,Female,Married,Bachelor's,0,20,57636,4,3,Yes,1,No
1453,25,Sales,Sales Manager,Male,Married,Master's,16,28,58479,2,2,No,1,No
1454,33,HR,HR Executive,Female,Single,Bachelor's,5,24,40309,1,2,No,1,No
1455,40,IT,IT Support,Female,Single,Master's,1,22,24714,1,2,No,1,Yes
1456,42,IT,IT Support,Male,Married,Bachelor's,3,16,37150,3,4,No,3,No
1457,56,R&D,Research Scientist,Male,Married,Bachelor's,10,11,60860,2,4,No,1,No
1458,42,HR,HR Manager,Male,Single,Bachelor's,11,5,40468,3,1,No,1,No
1459,41,Sales,Sales Manager,Male,Married,Master's,18,23,66304,3,3,No,2,No
1460,26,Sales,Sales Executive,Male,Married,Bachelor's,2,21,31043,2,4,No,3,No
1461,54,HR,HR Executive,Male,Married,Bachelor's,18,29,35126,3,1,No,2,No
1462,26,Finance,Accountant,Male,Married,Master's,10,23,61691,3,2,No,2,No
1463,26,IT,Software Engineer,Male,Married,High School,9,13,16954,4,3,No,2,No
1464,51,R&D,Research Scientist,Female,Divorced,Bachelor's,17,16,52434,3,2,No,4,No
1465,21,Finance,Accountant,Female,Married,Bachelor's,1,19,46027,1,1,Yes,2,Yes
1466,31,Operations,Supervisor,Female,Divorced,Bachelor's,5,24,15000,3,3,Yes,4,No
1467,43,Operations,Supervisor,Male,Married,High School,12,23,37135,2,3,No,1,No
1468,25,Sales,Sales Executive,Male,Married,Master's,8,24,36007,2,3,No,4,No
1469,51,IT,IT Support,Male,Single,Bachelor's,8,20,56517,2,1,No,1,No
1470,54,IT,Software Engineer,Male,Single,Bachelor's,3,8,32476,3,4,No,1,No
1471,28,Finance,Financial Analyst,Female,Single,Bachelor's,7,22,42359,3,3,No,1,No
1472,46,Finance,Financial Analyst,Female,Married,Bachelor's,6,8,54199,1,2,No,4,No
1473,53,Sales,Sales Executive,Male,Single,Bachelor's,10,16,15000,2,2,Yes,4,Yes
1474,42,Finance,Accountant,Male,Single,Bachelor's,0,22,62854,2,3,No,4,Yes
1475,38,Operations,Operations Executive,Male,Divorced,Bachelor's,7,2,24618,3,3,No,4,No
1476,53,IT,IT Support,Female,Married,Bachelor's,3,28,48724,3,1,No,3,No
1477,23,IT,IT Support,Female,Married,Bachelor's,10,3,39091,3,4,Yes,4,No
1478,32,HR,HR Executive,Female,Married,Master's,2,7,43302,4,4,No,1,No
1479,55,Operations,Supervisor,Male,Married,Bachelor's,1,15,59002,3,2,Yes,1,Yes
1480,36,R&D,Research Scientist,Male,Single,Bachelor's,14,24,28657,1,4,No,1,No
1481,52,HR,HR Manager,Female,Single,Bachelor's,13,16,35138,2,3,No,3,No
1482,42,HR,HR Manager,Male,Married,Bachelor's,2,8,47000,4,2,No,1,No
1483,38,Sales,Sales Executive,Female,Divorced,Master's,19,4,37348,1,1,Yes,3,Yes
1484,37,HR,HR Manager,Male,Single,Bachelor's,7,28,56000,3,3,No,2,No
1485,41,R&D,Lab Technician,Male,Married,Master's,11,22,40021,2,4,Yes,1,Yes
1486,31,Sales,Sales Executive,Male,Single,Master's,0,15,34954,3,1,No,2,No
1487,31,Sales,Sales Executive,Male,Married,Bachelor's,7,18,48055,3,1,No,2,No
1488,27,Operations,Supervisor,Female,Married,High School,2,19,46614,1,1,No,4,No
1489,22,IT,Software Engineer,Male,Married,Bachelor's,7,24,29485,3,2,No,1,No
1490,40,Finance,Accountant,Male,Divorced,High School,16,20,55526,1,2,No,3,No
1491,45,Sales,Sales Executive,Male,Married,High School,18,26,90026,3,4,No,2,No
1492,43,IT,Software Engineer,Male,Married,High School,11,3,52358,3,3,Yes,3,No
1493,44,IT,Software Engineer,Female,Single,Bachelor's,0,7,35812,2,4,No,2,No
1494,26,IT,IT Support,Male,Single,Bachelor's,5,15,48000,2,1,Yes,3,Yes
1495,36,Sales,Sales Executive,Female,Divorced,Master's,3,11,30718,1,3,Yes,4,Yes
1496,52,Sales,Sales Manager,Male,Single,High School,18,16,47895,3,1,No,2,No
1497,40,HR,HR Executive,Male,Divorced,Master's,1,18,37889,1,2,No,3,Yes
1498,24,Operations,Supervisor,Female,Married,Bachelor's,13,26,41109,4,3,No,3,No
1499,33,Finance,Financial Analyst,Male,Married,Bachelor's,3,8,44496,4,2,No,1,No
1500,33,Sales,Sales Manager,Male,Married,Bachelor's,18,21,36691,2,1,Yes,1,Yes
1501,25,IT,Software Engineer,Female,Single,Master's,6,23,38448,3,2,No,3,No
1502,41,Finance,Financial Analyst,Male,Married,Master's,13,25,19422,4,1,Yes,4,Yes
1503,38,HR,HR Executive,Male,Married,Bachelor's,8,21,27967,4,1,Yes,3,Yes
1504,28,Operations,Supervisor,Male,Single,Bachelor's,7,2,49125,1,4,Yes,1,Yes
1505,46,IT,Software Engineer,Male,Married,Bachelor's,18,1,55371,4,2,No,4,No
1506,38,R&D,Research Scientist,Female,Single,Bachelor's,14,1,33016,1,3,No,4,No
1507,38,Operations,Operations Executive,Male,Married,Bachelor's,11,29,27143,3,3,Yes,2,No
1508,39,R&D,Lab Technician,Male,Married,High School,19,2,45601,4,4,No,2,No
1509,47,IT,Software Engineer,Female,Married,Master's,11,25,50935,3,3,No,1,No
1510,43,R&D,Lab Technician,Male,Single,Bachelor's,11,12,53218,3,1,No,1,No
1511,33,R&D,Research Scientist,Male,Married,Bachelor's,7,28,49396,3,3,No,3,No
1512,25,HR,HR Manager,Female,Married,Bachelor's,8,24,55307,3,1,No,2,No
1513,38,Operations,Supervisor,Female,Married,Bachelor's,5,1,18758,1,1,No,2,No
1514,22,Finance,Financial Analyst,Female,Married,Bachelor's,7,25,69801,3,4,No,4,No
1515,28,Sales,Sales Manager,Male,Single,High School,0,4,61131,3,4,No,4,No
1516,47,Operations,Operations Executive,Male,Single,Bachelor's,2,16,41001,4,1,Yes,2,No
1517,55,R&D,Research Scientist,Male,Single,PhD,15,1,63668,3,2,Yes,3,Yes
1518,21,IT,IT Support,Male,Single,Master's,5,11,30951,3,2,No,4,No
1519,39,Operations,Operations Executive,Male,Married,Bachelor's,5,15,46235,3,1,No,4,No
1520,47,Sales,Sales Executive,Male,Single,Bachelor's,1,7,71584,4,2,Yes,4,Yes
1521,47,HR,HR Manager,Female,Single,Master's,10,3,64241,2,4,No,3,No
1522,21,HR,HR Manager,Female,Married,Bachelor's,15,13,44622,3,3,Yes,4,No
1523,21,Operations,Supervisor,Female,Married,Bachelor's,14,7,68043,1,2,No,4,No
1524,43,Finance,Accountant,Female,Divorced,Bachelor's,15,24,34908,2,1,Yes,2,Yes
1525,46,R&D,Research Scientist,Female,Married,High School,1,13,38461,1,3,No,3,No
1526,32,Sales,Sales Executive,Female,Married,Bachelor's,4,19,43839,3,2,No,3,No
1527,21,Sales,Sales Executive,Female,Married,Master's,12,24,41052,2,3,No,4,No
1528,36,IT,IT Support,Female,Single,High School,8,8,20437,3,3,Yes,3,No
1529,53,Sales,Sales Manager,Female,Single,Bachelor's,9,25,37631,1,1,No,4,No
1530,42,HR,HR Executive,Female,Single,PhD,2,3,32305,2,1,No,2,No
1531,42,R&D,Lab Technician,Male,Single,Bachelor's,11,29,30830,2,4,No,4,No
1532,47,R&D,Research Scientist,Male,Divorced,Bachelor's,6,6,76429,4,1,No,3,No
1533,43,HR,HR Manager,Female,Married,Bachelor's,18,21,52625,4,1,No,3,No
1534,37,HR,HR Manager,Female,Married,Master's,7,23,26320,4,2,No,2,No
1535,44,Sales,Sales Manager,Male,Married,Bachelor's,4,10,34510,3,2,No,2,No
1536,52,Operations,Supervisor,Female,Single,Master's,4,28,51973,3,2,No,2,No
1537,31,IT,IT Support,Female,Single,Bachelor's,11,22,48716,1,4,No,2,No
1538,25,R&D,Research Scientist,Female,Divorced,Bachelor's,11,18,65861,1,3,No,3,No
1539,35,HR,HR Manager,Male,Single,Master's,9,1,63298,4,2,No,3,No
1540,56,HR,HR Executive,Male,Single,High School,11,23,47784,4,1,No,2,No
1541,39,IT,IT Support,Female,Single,Bachelor's,12,5,52109,2,2,Yes,4,Yes
1542,26,IT,IT Support,Female,Married,Bachelor's,7,15,46269,3,1,No,4,No
1543,56,IT,Software Engineer,Male,Married,Bachelor's,15,12,51634,4,1,Yes,2,No
1544,28,Finance,Financial Analyst,Male,Divorced,Bachelor's,1,15,49211,3,3,No,2,No
1545,53,R&D,Research Scientist,Male,Single,Bachelor's,11,1,15000,3,1,No,3,No
1546,36,Operations,Supervisor,Female,Single,Master's,18,7,38434,2,3,No,2,No
1547,36,R&D,Research Scientist,Male,Single,Bachelor's,10,6,61343,3,3,Yes,3,No
1548,46,Sales,Sales Executive,Female,Married,Bachelor's,1,3,46528,4,2,No,2,No
1549,27,R&D,Research Scientist,Female,Married,PhD,8,27,46680,2,2,No,2,Yes
1550,44,Sales,Sales Executive,Male,Married,High School,10,14,43524,1,1,No,2,No
1551,42,HR,HR Executive,Male,Single,Bachelor's,0,8,51697,1,2,No,1,Yes
1552,56,IT,Software Engineer,Female,Single,Bachelor's,18,5,55716,3,1,Yes,1,No
1553,30,HR,HR Manager,Female,Single,Bachelor's,14,22,76419,4,1,No,3,No
1554,43,Finance,Accountant,Male,Married,Bachelor's,3,1,74826,4,3,No,2,No
1555,35,R&D,Lab Technician,Male,Divorced,Bachelor's,14,6,49434,4,3,No,4,No
1556,29,IT,Software Engineer,Male,Single,Master's,11,27,68448,2,2,No,4,No
1557,37,Sales,Sales Executive,Female,Married,Master's,17,14,57038,1,2,Yes,1,Yes
1558,29,Finance,Financial Analyst,Male,Divorced,Bachelor's,12,28,40796,2,4,Yes,4,No
1559,49,Operations,Supervisor,Male,Single,Bachelor's,16,5,45313,2,4,No,2,No
1560,33,Finance,Accountant,Female,Single,Bachelor's,10,21,38440,3,4,No,1,No
1561,37,Finance,Accountant,Male,Single,Bachelor's,10,24,15000,3,1,No,3,No
1562,30,IT,Software Engineer,Male,Married,PhD,3,14,42789,3,1,No,2,No
1563,31,R&D,Lab Technician,Female,Single,Bachelor's,9,3,36677,1,1,No,2,No
1564,36,Operations,Operations Executive,Male,Married,Bachelor's,18,21,28000,4,2,Yes,4,Yes
1565,46,Operations,Operations Executive,Female,Married,High School,13,8,25047,3,2,No,1,No
1566,55,R&D,Lab Technician,Female,Single,Bachelor's,16,23,59832,1,2,No,3,Yes
1567,34,HR,HR Executive,Female,Divorced,Bachelor's,7,27,89412,3,3,Yes,1,No
1568,26,IT,IT Support,Female,Divorced,Bachelor's,3,10,31361,4,1,Yes,4,No
1569,50,R&D,Lab Technician,Male,Married,Master's,4,15,31617,2,2,No,3,No
1570,32,Operations,Supervisor,Male,Married,High School,8,8,15386,2,1,No,3,No
1571,40,R&D,Lab Technician,Male,Married,Bachelor's,9,16,25862,3,4,No,1,No
1572,45,Sales,Sales Executive,Male,Married,Master's,14,23,52614,2,3,Yes,3,Yes
1573,41,Finance,Accountant,Male,Divorced,PhD,13,18,90270,4,4,No,3,No
1574,55,Sales,Sales Manager,Female,Single,Bachelor's,12,28,26444,3,3,No,3,No
1575,50,Finance,Financial Analyst,Female,Married,High School,3,20,36840,1,2,No,1,No
1576,48,HR,HR Manager,Male,Married,Bachelor's,3,3,56988,1,3,No,2,No
1577,48,HR,HR Executive,Male,Married,Master's,16,8,54162,3,4,Yes,1,No
1578,44,HR,HR Manager,Female,Married,Bachelor's,12,26,59772,2,4,No,3,No
1579,38,Finance,Accountant,Female,Single,Master's,17,25,52509,3,3,No,3,No
1580,45,Operations,Operations Executive,Male,Single,Bachelor's,4,21,57619,1,3,No,4,No
1581,35,R&D,Lab Technician,Female,Single,Bachelor's,3,22,48437,3,3,Yes,1,No
1582,29,IT,IT Support,Male,Married,High School,16,17,22385,4,3,No,2,No
1583,34,R&D,Lab Technician,Female,Single,Bachelor's,17,29,42503,4,4,Yes,1,No
1584,23,IT,IT Support,Male,Married,Master's,12,1,65251,4,1,Yes,2,No
1585,28,R&D,Research Scientist,Male,Married,PhD,7,16,56435,2,1,Yes,1,Yes
1586,39,Operations,Supervisor,Female,Married,High School,14,24,70290,3,1,Yes,3,Yes
1587,24,Finance,Accountant,Male,Married,High School,19,24,21784,2,1,No,3,Yes
1588,22,Operations,Supervisor,Male,Single,Bachelor's,18,2,23639,2,2,No,2,No
1589,29,HR,HR Manager,Male,Married,Bachelor's,14,17,61126,2,3,No,3,No
1590,26,Finance,Accountant,Female,Divorced,Bachelor's,12,14,37080,2,1,No,1,No
1591,24,Operations,Operations Executive,Male,Married,Master's,4,21,37605,2,2,No,1,No
1592,25,Operations,Supervisor,Male,Single,Bachelor's,12,9,60716,2,4,No,2,No
1593,25,Sales,Sales Executive,Male,Single,Bachelor's,0,26,76484,3,2,Yes,1,Yes
1594,44,Sales,Sales Manager,Male,Single,Bachelor's,15,19,50321,2,1,No,1,No
1595,37,HR,HR Executive,Male,Married,Master's,1,21,34779,3,3,No,4,No
1596,21,IT,IT Support,Female,Single,Bachelor's,7,16,15628,3,1,Yes,1,Yes
1597,21,Sales,Sales Executive,Male,Single,High School,10,24,20545,4,3,No,2,No
1598,42,IT,IT Support,Male,Married,Master's,16,13,55085,4,4,No,1,No
1599,45,Operations,Operations Executive,Male,Divorced,Bachelor's,1,5,32594,4,1,No,2,No
1600,48,IT,Software Engineer,Female,Single,High School,8,19,42286,1,3,No,1,No
1601,41,IT,Software Engineer,Female,Single,Bachelor's,5,22,50613,1,1,No,2,No
1602,47,Operations,Operations Executive,Male,Divorced,Bachelor's,7,19,55716,2,1,Yes,2,No
1603,39,Sales,Sales Manager,Female,Single,Bachelor's,12,29,24994,4,2,No,3,No
1604,27,IT,Software Engineer,Female,Married,Master's,13,6,41439,2,1,No,1,No
1605,56,HR,HR Manager,Male,Single,Master's,18,1,78703,4,4,No,2,No
1606,24,Sales,Sales Executive,Male,Married,Bachelor's,3,27,54743,4,4,No,2,No
1607,28,Finance,Financial Analyst,Male,Divorced,Master's,4,1,33812,3,1,No,3,No
1608,42,Finance,Financial Analyst,Female,Single,Master's,7,18,75328,1,3,Yes,1,No
1609,29,R&D,Research Scientist,Female,Married,Master's,4,5,38712,1,2,No,2,No
1610,42,Sales,Sales Executive,Female,Divorced,PhD,1,8,40489,2,2,No,1,Yes
1611,39,Sales,Sales Executive,Female,Divorced,Bachelor's,11,13,37020,1,2,No,3,No
1612,26,Finance,Financial Analyst,Female,Married,Master's,14,22,53379,1,4,No,4,No
1613,40,IT,Software Engineer,Male,Single,Bachelor's,7,7,41648,1,2,No,4,No
1614,45,Finance,Financial Analyst,Male,Married,Bachelor's,17,15,75562,2,3,No,2,No
1615,33,Sales,Sales Manager,Female,Single,Bachelor's,8,11,41786,4,2,No,2,No
1616,37,HR,HR Manager,Male,Married,Bachelor's,9,4,56665,2,2,Yes,1,Yes
1617,36,R&D,Lab Technician,Female,Single,Bachelor's,17,12,58158,4,2,No,4,No
